,Name,Position,Acceleration,SprintSpeed,Agility,Stamina,Aggression,Total
14946,A. Mortensen,RES,72.0,74.0,72.0,68.0,57.0,343.0
14947,J. Cillessen,SUB,56.0,50.0,48.0,40.0,25.0,219.0
14948,G. Cuomo,SUB,50.0,55.0,38.0,42.0,58.0,243.0
14949,S. Gómez,RES,62.0,60.0,46.0,70.0,44.0,282.0
14950,A. Da Silveira,LCB,56.0,58.0,48.0,65.0,51.0,278.0
14951,O. Younger,SUB,52.0,50.0,37.0,34.0,57.0,230.0
14952,J. Albert,SUB,47.0,55.0,52.0,56.0,48.0,258.0
14953,N. Ngoy,SUB,71.0,74.0,57.0,55.0,56.0,313.0
14954,J. Pestaña,RCB,53.0,56.0,38.0,69.0,53.0,269.0
14955,R. Gaikwad,SUB,66.0,65.0,58.0,57.0,53.0,299.0
14956,B. Lyons-Foster,RES,60.0,55.0,48.0,55.0,57.0,275.0
14957,J. Suárez,RES,59.0,60.0,40.0,72.0,46.0,277.0
14958,Adán,GK,56.0,54.0,55.0,32.0,41.0,238.0
14959,D. Giafer,RCB,61.0,67.0,55.0,59.0,67.0,309.0
14960,K. Hurst,RES,74.0,78.0,76.0,50.0,33.0,311.0
14961,K. Vermeer,SUB,60.0,55.0,64.0,35.0,35.0,249.0
14962,A. De John,RES,36.0,39.0,59.0,51.0,69.0,254.0
14963,D. Nkrumah,RES,71.0,73.0,65.0,50.0,32.0,291.0
14964,J. Bursik,GK,40.0,40.0,40.0,35.0,30.0,185.0
14965,F. Souza,RB,62.0,67.0,47.0,60.0,51.0,287.0
14966,21 R. Taylor,RES,61.0,63.0,57.0,60.0,72.0,313.0
14967,Z. Steffen,SUB,54.0,52.0,58.0,39.0,31.0,234.0
14968,M. Najjar,SUB,68.0,65.0,63.0,53.0,42.0,291.0
14969,T. Hümmer,RES,60.0,60.0,58.0,54.0,34.0,266.0
14970,21 J. Williams,RES,67.0,65.0,49.0,54.0,52.0,287.0
14971,14 Pinto,GK,43.0,34.0,45.0,46.0,38.0,206.0
14972,Wang Dalei,SUB,63.0,56.0,52.0,45.0,35.0,251.0
14973,D. Simeu,RES,60.0,63.0,39.0,52.0,58.0,272.0
14974,S. Swinkels,RES,60.0,61.0,40.0,55.0,54.0,270.0
14975,M. Rossmann,SUB,37.0,36.0,35.0,64.0,67.0,239.0
14976,M. Bardell,RES,69.0,62.0,57.0,57.0,56.0,301.0
14977,J. Butland,SUB,58.0,55.0,55.0,40.0,40.0,248.0
14978,S. Hazazi,SUB,70.0,73.0,57.0,49.0,65.0,314.0
14979,J. Gaines,RES,66.0,62.0,52.0,58.0,54.0,292.0
14980,G. Corbo,RES,32.0,34.0,54.0,52.0,50.0,222.0
14981,M. Halliday,SUB,66.0,67.0,58.0,68.0,46.0,305.0
14982,G. Tapia,RES,71.0,68.0,59.0,46.0,31.0,275.0
14983,U. Çakır,GK,53.0,56.0,49.0,40.0,27.0,225.0
14984,Benny Couto,RES,72.0,72.0,64.0,59.0,47.0,314.0
14985,J. Dorsett,SUB,59.0,63.0,46.0,62.0,52.0,282.0
14986,A. George,RES,78.0,81.0,76.0,53.0,34.0,322.0
14987,19 N. Böhmer,RES,55.0,55.0,41.0,44.0,63.0,258.0
14988,A. Tchaptchet,RES,63.0,52.0,43.0,54.0,49.0,261.0
14989,Andrés Fernández,GK,58.0,55.0,60.0,39.0,40.0,252.0
14990,Pepe Reina,GK,43.0,49.0,50.0,34.0,32.0,208.0
14991,W. Szczęsny,GK,51.0,47.0,55.0,45.0,40.0,238.0
14992,W. De Buyser,RES,66.0,68.0,61.0,46.0,47.0,288.0
14993,20 G. Loovens,SUB,34.0,33.0,32.0,31.0,71.0,201.0
14994,20 B. Buckley,RES,75.0,72.0,53.0,45.0,40.0,285.0
14995,Y. Dukuly,SUB,91.0,93.0,77.0,47.0,33.0,341.0
14996,G. Herrera,GK,61.0,55.0,53.0,45.0,27.0,241.0
14997,A. Khan,SUB,61.0,67.0,58.0,35.0,41.0,262.0
14998,T. Barbet,RES,51.0,59.0,34.0,54.0,45.0,243.0
14999,21 H. Hopper,RES,64.0,63.0,56.0,40.0,41.0,264.0
15000,Y. Matsumura,SUB,89.0,90.0,84.0,31.0,26.0,320.0
15001,A. Denholm,RES,65.0,69.0,55.0,47.0,27.0,263.0
15002,T. Vaclík,GK,42.0,37.0,43.0,38.0,29.0,189.0
15003,21 B. Röcker,RES,29.0,60.0,31.0,52.0,67.0,239.0
15004,21 S. Dalby,RES,50.0,58.0,56.0,52.0,45.0,261.0
15005,A. Mosór,RCB,64.0,60.0,48.0,70.0,61.0,303.0
15006,N. König,RES,55.0,55.0,50.0,59.0,45.0,264.0
15007,A. Bredahl,SUB,66.0,68.0,48.0,49.0,36.0,267.0
15008,21 M. Pinto,SUB,52.0,54.0,55.0,36.0,27.0,224.0
15009,J. Hardy,SUB,70.0,68.0,61.0,44.0,46.0,289.0
15010,A. Marsh,RES,68.0,71.0,62.0,52.0,37.0,290.0
15011,R. McArdle,RCB,33.0,34.0,54.0,66.0,68.0,255.0
15012,14 Cássio,GK,42.0,39.0,35.0,37.0,45.0,198.0
15013,M. Traore,SUB,56.0,53.0,54.0,58.0,29.0,250.0
15014,E. Taylor,RES,72.0,70.0,66.0,50.0,33.0,291.0
15015,Kiko Casilla,GK,46.0,49.0,43.0,41.0,45.0,224.0
15016,Adrián Ortolá,SUB,49.0,52.0,54.0,43.0,20.0,218.0
15017,W. Faríñez,SUB,51.0,54.0,69.0,41.0,23.0,238.0
15018,18 R. MacLean,RES,72.0,71.0,59.0,35.0,26.0,263.0
15019,J. Fjeldskår,RES,65.0,66.0,65.0,49.0,55.0,300.0
15020,E. Dobbelaere,SUB,71.0,71.0,73.0,43.0,36.0,294.0
15021,S. Sama,RES,60.0,56.0,44.0,52.0,64.0,276.0
15022,A. Federici,GK,41.0,43.0,50.0,38.0,44.0,216.0
15023,S. Brisley,SUB,36.0,47.0,40.0,66.0,63.0,252.0
15024,20 O. Montaño,SUB,57.0,65.0,62.0,54.0,25.0,263.0
15025,G. Lillard,RES,44.0,41.0,37.0,65.0,69.0,256.0
15026,K. Casteels,GK,44.0,46.0,50.0,44.0,33.0,217.0
15027,19 B. Barry-Murphy,RES,31.0,34.0,47.0,29.0,49.0,190.0
15028,21 A. Sørensen,RES,75.0,72.0,65.0,49.0,45.0,306.0
15029,G. Rulli,GK,56.0,52.0,58.0,42.0,26.0,234.0
15030,K. Sezonienko,SUB,58.0,50.0,54.0,52.0,27.0,241.0
15031,C. Dundas,RES,45.0,54.0,49.0,37.0,42.0,227.0
15032,C. Thiam,RES,61.0,68.0,44.0,63.0,59.0,295.0
15033,21 L. Miguel,SUB,55.0,55.0,47.0,63.0,45.0,265.0
15034,M. Lazo,SUB,62.0,64.0,48.0,64.0,50.0,288.0
15035,M. Feeney,SUB,47.0,46.0,35.0,34.0,67.0,229.0
15036,Juan Carlos,GK,58.0,61.0,56.0,42.0,13.0,230.0
15037,S. Graham,RCB,64.0,69.0,62.0,63.0,56.0,314.0
15038,Yan Zihao,SUB,63.0,65.0,72.0,81.0,49.0,330.0
15039,Fabricio,RES,59.0,54.0,57.0,40.0,33.0,243.0
15040,H. Haraldsson,RES,67.0,64.0,65.0,52.0,28.0,276.0
15041,M. Schwäbe,SUB,49.0,43.0,45.0,36.0,28.0,201.0
15042,V. Milinković-Savić,GK,40.0,45.0,37.0,33.0,34.0,189.0
15043,G. Horton,SUB,64.0,71.0,51.0,54.0,54.0,294.0
15044,V. Stojković,GK,55.0,53.0,47.0,45.0,45.0,245.0
15045,M. Mbow,RES,59.0,63.0,38.0,52.0,52.0,264.0
15046,P. Pinto,RES,31.0,34.0,41.0,52.0,56.0,214.0
15047,B. Worman,SUB,76.0,70.0,65.0,54.0,40.0,305.0
15048,L. Mejía,GK,57.0,52.0,62.0,40.0,45.0,256.0
15049,S. Haokip,RES,70.0,70.0,65.0,42.0,46.0,293.0
15050,A. McGregor,GK,33.0,41.0,65.0,30.0,45.0,214.0
15051,20 D. Borrero,RES,63.0,68.0,66.0,52.0,31.0,280.0
15052,21 N. Shaw,RES,72.0,74.0,66.0,43.0,31.0,286.0
15053,F. Draper,SUB,62.0,70.0,57.0,51.0,37.0,277.0
15054,Diego Mariño,GK,48.0,52.0,68.0,35.0,30.0,233.0
15055,G. Arias,GK,40.0,42.0,41.0,32.0,33.0,188.0
15056,P. Gulácsi,GK,42.0,44.0,41.0,35.0,34.0,196.0
15057,21 A. Çelebi,SUB,57.0,53.0,36.0,47.0,49.0,242.0
15058,B. Koumetio,RES,51.0,55.0,41.0,54.0,57.0,258.0
15059,J. Greene,RES,73.0,75.0,63.0,59.0,49.0,319.0
15060,Y. Amankwah,SUB,55.0,59.0,52.0,59.0,57.0,282.0
15061,K. Thatal,SUB,83.0,76.0,86.0,33.0,38.0,316.0
15062,Pacheco,GK,48.0,42.0,62.0,43.0,29.0,224.0
15063,R. Pasveer,SUB,46.0,44.0,42.0,35.0,30.0,197.0
15064,20 Casillas,RES,56.0,55.0,60.0,41.0,23.0,235.0
15065,A. Lezama,SUB,61.0,56.0,47.0,72.0,45.0,281.0
15066,M. Devlin,SUB,34.0,34.0,37.0,34.0,80.0,219.0
15067,Kepa,SUB,34.0,33.0,41.0,37.0,18.0,163.0
15068,D. Collins,RES,69.0,68.0,66.0,35.0,37.0,275.0
15069,S. Tanabe,RES,54.0,62.0,50.0,51.0,44.0,261.0
15070,M. Dmitrović,SUB,39.0,35.0,32.0,45.0,20.0,171.0
15071,A. Bordușanu,RES,78.0,75.0,75.0,46.0,31.0,305.0
15072,M. Suver,RES,63.0,53.0,49.0,55.0,46.0,266.0
15073,A. Senior,RES,63.0,65.0,55.0,54.0,55.0,292.0
15074,15 R. Lee,RES,56.0,56.0,60.0,36.0,32.0,240.0
15075,D. von Ballmoos,GK,55.0,49.0,52.0,37.0,25.0,218.0
15076,David Raya,GK,58.0,46.0,70.0,29.0,29.0,232.0
15077,M. Pigliacelli,GK,49.0,47.0,35.0,35.0,23.0,189.0
15078,J. Moon,SUB,59.0,64.0,49.0,58.0,57.0,287.0
15080,21 N. Boogaard,CB,44.0,46.0,41.0,49.0,72.0,252.0
15081,21 Z. Al Oyouni,RES,76.0,82.0,63.0,59.0,47.0,327.0
15082,21 O. Kensdale,SUB,61.0,55.0,39.0,63.0,59.0,277.0
15083,21 S. Romero,RES,47.0,44.0,55.0,31.0,33.0,210.0
15084,Lee Tae Suk,SUB,53.0,60.0,50.0,63.0,54.0,280.0
15085,A. Mitchell,RCB,49.0,59.0,41.0,49.0,59.0,257.0
15086,P. Huntington,RES,29.0,30.0,26.0,33.0,80.0,198.0
15087,21 D. Arboleda,RCB,51.0,32.0,47.0,55.0,52.0,237.0
15088,J. Ngouabi,RES,51.0,59.0,47.0,66.0,56.0,279.0
15089,A. Chetri,SUB,78.0,66.0,73.0,52.0,41.0,310.0
15090,21 T. Muharemovic,SUB,56.0,61.0,53.0,60.0,69.0,299.0
15091,L. Costa,RES,59.0,54.0,38.0,63.0,49.0,263.0
15092,S. Sosa,GK,55.0,42.0,65.0,38.0,45.0,245.0
15093,F. Armani,SUB,41.0,45.0,37.0,35.0,45.0,203.0
15094,J. Zoet,GK,55.0,45.0,54.0,40.0,18.0,212.0
15095,O. Vilhelmsson,SUB,64.0,65.0,57.0,58.0,45.0,289.0
15096,20 M. Vorm,RES,53.0,54.0,63.0,36.0,23.0,229.0
15097,L. Bell,RES,73.0,73.0,68.0,49.0,31.0,294.0
15098,J. McLaughlin,SUB,57.0,54.0,62.0,37.0,41.0,251.0
15099,N. Zohoré,SUB,55.0,51.0,52.0,67.0,54.0,279.0
15100,J. Maher,SUB,51.0,61.0,39.0,66.0,54.0,271.0
15101,Cantero,GK,61.0,57.0,69.0,45.0,24.0,256.0
15102,N. Pacławski,RES,78.0,82.0,56.0,52.0,27.0,295.0
15103,20 B. Nugent,LCB,40.0,45.0,49.0,58.0,64.0,256.0
15104,V. Covil,RES,79.0,76.0,75.0,60.0,28.0,318.0
15105,C. Evans,RCB,59.0,62.0,51.0,64.0,58.0,294.0
15106,E. Toal,RCB,34.0,45.0,35.0,67.0,58.0,239.0
15107,T. Heaton,RES,56.0,55.0,54.0,40.0,31.0,236.0
15108,21 M. Tait,RES,62.0,59.0,58.0,50.0,31.0,260.0
15109,21 A. Şahindere,RES,59.0,57.0,43.0,59.0,45.0,263.0
15110,A. Xhemajli,SUB,46.0,53.0,40.0,49.0,58.0,246.0
15111,M. Günok,SUB,55.0,57.0,53.0,39.0,35.0,239.0
15112,A. Rossi,GK,39.0,43.0,35.0,35.0,24.0,176.0
15113,J. Eng,SUB,80.0,78.0,78.0,33.0,32.0,301.0
15114,A. Ementa,SUB,62.0,66.0,58.0,35.0,61.0,282.0
15115,M. Dietz,SUB,57.0,58.0,56.0,38.0,52.0,261.0
15116,21 L. Ospina,SUB,35.0,41.0,36.0,57.0,69.0,238.0
15117,21 D. Maietta,LCB,30.0,33.0,31.0,43.0,73.0,210.0
15118,S. Handanovič,GK,45.0,50.0,47.0,41.0,25.0,208.0
15119,M. Cleworth,LCB,63.0,64.0,61.0,64.0,55.0,307.0
15121,Álex Remiro,GK,40.0,46.0,69.0,42.0,34.0,231.0
15122,S. Nishikawa,GK,44.0,40.0,68.0,36.0,25.0,213.0
15123,J. Dickman,RES,72.0,67.0,77.0,41.0,25.0,282.0
15124,S. Bareiro,SUB,63.0,60.0,51.0,55.0,38.0,267.0
15125,S. Mignolet,GK,50.0,52.0,34.0,31.0,34.0,201.0
15126,G. Güvenç,GK,53.0,58.0,59.0,37.0,25.0,232.0
15127,19 D. Delaney,LCB,29.0,30.0,30.0,35.0,70.0,194.0
15128,Miguel Rubio,SUB,42.0,47.0,34.0,31.0,66.0,220.0
15129,J. Conway,RES,56.0,61.0,63.0,52.0,27.0,259.0
15130,C. Vargas,GK,42.0,48.0,55.0,35.0,22.0,202.0
15131,21 H. Crosthwaite,RES,61.0,64.0,69.0,48.0,24.0,266.0
15132,L. Francillette,SUB,65.0,68.0,49.0,56.0,66.0,304.0
15133,21 S. Proto,RES,48.0,46.0,58.0,27.0,28.0,207.0
15134,J. Makengo,RES,60.0,64.0,61.0,58.0,57.0,300.0
15135,K. Gordon,RES,63.0,62.0,46.0,51.0,59.0,281.0
15136,Unai Simón,GK,46.0,48.0,32.0,45.0,27.0,198.0
15137,15 F. Boni,RES,55.0,55.0,49.0,57.0,47.0,263.0
15138,A. Hansen,RES,67.0,63.0,53.0,57.0,51.0,291.0
15139,F. Arthur,SUB,62.0,59.0,42.0,63.0,74.0,300.0
15140,L. McFayden,RES,64.0,65.0,66.0,63.0,49.0,307.0
15141,Y. Mvogo,SUB,43.0,41.0,58.0,28.0,37.0,207.0
15142,Yang Boyu,RCB,45.0,52.0,53.0,65.0,45.0,260.0
15143,W. Benítez,GK,48.0,48.0,47.0,40.0,28.0,211.0
15144,E. Andrada,GK,43.0,46.0,34.0,45.0,24.0,192.0
15145,R. Cota,SUB,59.0,56.0,52.0,36.0,29.0,232.0
15147,R. O'Kane,SUB,69.0,62.0,56.0,38.0,32.0,257.0
15148,Iván Cuéllar,SUB,57.0,43.0,55.0,42.0,33.0,230.0
15149,T. Butoiu,RES,63.0,67.0,62.0,76.0,38.0,306.0
15150,A. Smith,RES,54.0,60.0,44.0,55.0,50.0,263.0
15151,M. Svilar,RES,60.0,55.0,66.0,32.0,28.0,241.0
15152,Cláudio Ramos,SUB,55.0,54.0,65.0,44.0,27.0,245.0
15153,F. Irorere,SUB,54.0,52.0,34.0,52.0,53.0,245.0
15154,G. Castellón,GK,45.0,38.0,45.0,32.0,42.0,202.0
15155,21 M. Fraga,GK,52.0,50.0,51.0,35.0,33.0,221.0
15156,H. Van Crombrugge,GK,37.0,37.0,53.0,37.0,34.0,198.0
15157,S. Mandanda,SUB,53.0,43.0,52.0,31.0,37.0,216.0
15158,N. Pope,GK,50.0,47.0,36.0,37.0,36.0,206.0
15159,Sivera,SUB,58.0,55.0,61.0,42.0,25.0,241.0
15160,J. Coburn,RES,54.0,51.0,53.0,53.0,29.0,240.0
15161,21 D. Bowry,SUB,65.0,65.0,54.0,53.0,53.0,290.0
15162,L. Breunig,RES,69.0,69.0,55.0,48.0,43.0,284.0
15163,B. Pursall,SUB,65.0,66.0,68.0,56.0,49.0,304.0
15164,K. Kudo,RES,65.0,67.0,62.0,43.0,59.0,296.0
15165,M. Campaña,GK,42.0,48.0,42.0,28.0,27.0,187.0
15166,A. Burley,RES,52.0,59.0,56.0,57.0,60.0,284.0
15167,David Soria,GK,49.0,34.0,49.0,43.0,24.0,199.0
15168,P. Pentz,GK,52.0,55.0,62.0,42.0,26.0,237.0
15169,O. Tomlinson,SUB,66.0,60.0,58.0,61.0,52.0,297.0
15170,18 J. Vergara,RES,41.0,68.0,54.0,67.0,61.0,291.0
15171,W. Hahn,GK,45.0,50.0,44.0,38.0,36.0,213.0
15172,Roberto,GK,45.0,48.0,65.0,32.0,31.0,221.0
15173,11 E. van der Sar,GK,50.0,41.0,57.0,46.0,57.0,251.0
15174,A. Majok,SUB,85.0,81.0,63.0,50.0,30.0,309.0
15175,21 P. Flottmann,RES,54.0,58.0,51.0,65.0,62.0,290.0
15176,K. Johnsson,SUB,50.0,49.0,45.0,39.0,35.0,218.0
15177,J. Dunne,RES,56.0,55.0,47.0,61.0,43.0,262.0
15178,S. McClelland,RES,49.0,53.0,40.0,52.0,53.0,247.0
15179,M. Schuhen,GK,55.0,50.0,47.0,40.0,26.0,218.0
15180,J. Gorter,SUB,51.0,48.0,45.0,43.0,35.0,222.0
15181,21 M. Olagunju,RES,64.0,63.0,59.0,62.0,43.0,291.0
15182,G. Buffon,GK,37.0,30.0,55.0,34.0,38.0,194.0
15183,T. Freeman,RES,71.0,70.0,69.0,30.0,32.0,272.0
15185,E. Cashin,RES,62.0,57.0,47.0,56.0,53.0,275.0
15186,M. Perin,SUB,57.0,56.0,70.0,30.0,25.0,238.0
15187,20 J. van Benthem,RES,50.0,53.0,47.0,38.0,58.0,246.0
15188,N. Botic,SUB,55.0,53.0,51.0,54.0,25.0,238.0
15189,T. Loridan,RES,57.0,58.0,44.0,56.0,49.0,264.0
15190,21 J. Cuadrado,SUB,42.0,50.0,62.0,33.0,24.0,211.0
15191,K. Darlow,SUB,60.0,54.0,64.0,44.0,13.0,235.0
15192,P. Carlgren,GK,40.0,40.0,54.0,34.0,26.0,194.0
15193,L. Škaričić,RES,52.0,58.0,51.0,54.0,58.0,273.0
15194,I. Arslan,RES,55.0,56.0,41.0,60.0,45.0,257.0
15195,21 Unai Dufur,RES,61.0,60.0,47.0,55.0,53.0,276.0
15196,21 S. Ruffier,RES,45.0,50.0,51.0,37.0,31.0,214.0
15197,J. Akanyirige,RES,65.0,61.0,70.0,56.0,48.0,300.0
15198,21 C. Montgomery,RES,41.0,44.0,49.0,54.0,52.0,240.0
15199,21 J. Dunn,RES,57.0,51.0,48.0,58.0,63.0,277.0
15200,E. Kwelele,SUB,68.0,64.0,55.0,43.0,33.0,263.0
15201,P. Gollini,SUB,46.0,48.0,56.0,40.0,19.0,209.0
15202,21 Serantes,SUB,55.0,65.0,58.0,44.0,27.0,249.0
15203,E. Room,GK,46.0,44.0,47.0,34.0,27.0,198.0
15204,C. Ezekwem,SUB,55.0,53.0,34.0,61.0,54.0,257.0
15205,B. Mruk,RES,63.0,64.0,42.0,60.0,45.0,274.0
15206,A. Husic,LCB,50.0,53.0,48.0,60.0,55.0,266.0
15207,Munir,GK,45.0,45.0,43.0,43.0,27.0,203.0
15208,Héniton Pires,SUB,43.0,39.0,42.0,30.0,36.0,190.0
15209,M. Sportiello,SUB,48.0,38.0,55.0,37.0,23.0,201.0
15210,O. Denham,RES,61.0,61.0,41.0,62.0,60.0,285.0
15211,18 Júlio César,SUB,39.0,43.0,69.0,35.0,37.0,223.0
15212,Liu Dianzuo,SUB,51.0,49.0,47.0,38.0,38.0,223.0
15213,S. Viera,GK,40.0,37.0,45.0,28.0,31.0,181.0
15214,C. McLaughlin,SUB,69.0,69.0,63.0,44.0,30.0,275.0
15215,L. Fabiański,GK,50.0,47.0,53.0,25.0,43.0,218.0
15216,S. Obissa,RES,42.0,40.0,33.0,61.0,59.0,235.0
15217,O. Baumann,GK,47.0,51.0,45.0,39.0,32.0,214.0
15218,G. Larsonneur,SUB,51.0,53.0,60.0,38.0,25.0,227.0
15219,21 N. Jeck,RES,57.0,63.0,44.0,59.0,56.0,279.0
15220,B. Foster,SUB,47.0,44.0,45.0,32.0,15.0,183.0
15221,S. Ogie,SUB,65.0,68.0,41.0,55.0,53.0,282.0
15222,19 Isaac Becerra,SUB,54.0,55.0,68.0,42.0,32.0,251.0
15223,C. Schoissengeyr,SUB,33.0,31.0,33.0,66.0,68.0,231.0
15224,J. Huth,GK,59.0,60.0,50.0,32.0,28.0,229.0
15225,Lucas Mantela,GK,35.0,34.0,36.0,44.0,20.0,169.0
15226,S. Ilic,SUB,60.0,62.0,57.0,51.0,53.0,283.0
15227,J. Alnwick,GK,42.0,53.0,50.0,41.0,39.0,225.0
15228,K. Berkoe,RES,73.0,79.0,73.0,58.0,54.0,337.0
15229,O. Vlachodimos,GK,42.0,44.0,67.0,39.0,32.0,224.0
15230,A. Hansen,GK,35.0,37.0,57.0,36.0,32.0,197.0
15231,Dani Jiménez,GK,49.0,52.0,65.0,40.0,31.0,237.0
15232,A. Ramsdale,SUB,47.0,50.0,53.0,35.0,35.0,220.0
15233,R. Austin,RES,66.0,60.0,54.0,52.0,53.0,285.0
15234,P. Ferry,SUB,70.0,66.0,62.0,53.0,35.0,286.0
15235,G. Ray,CB,61.0,54.0,58.0,65.0,55.0,293.0
15236,15 A. Waszkiewicz,RES,61.0,62.0,56.0,58.0,55.0,292.0
15237,V. Mannone,RES,54.0,56.0,42.0,31.0,29.0,212.0
15238,J. Siebenhandl,GK,45.0,48.0,61.0,38.0,22.0,214.0
15239,20 J. Herrera,GK,57.0,53.0,32.0,28.0,45.0,215.0
15240,W. Forrester,SUB,54.0,54.0,40.0,55.0,52.0,255.0
15241,I. Bakare,RES,64.0,65.0,56.0,54.0,57.0,296.0
15242,19 O. Pérez,SUB,60.0,57.0,69.0,41.0,26.0,253.0
15243,H. Baker,RES,61.0,55.0,58.0,53.0,53.0,280.0
15244,R. Gallagher,RES,63.0,66.0,54.0,48.0,47.0,278.0
15245,G. Ochoa,GK,47.0,50.0,65.0,34.0,19.0,215.0
15246,D. Subašić,GK,51.0,54.0,42.0,32.0,31.0,210.0
15247,N. Datković,SUB,42.0,44.0,51.0,68.0,66.0,271.0
15248,M. Bruns,RES,50.0,52.0,48.0,58.0,55.0,263.0
15249,Oier,SUB,48.0,45.0,46.0,42.0,28.0,209.0
15250,B. Ganesan,SUB,64.0,59.0,57.0,64.0,46.0,290.0
15251,M. Hinnenkamp,RES,55.0,62.0,64.0,64.0,40.0,285.0
15252,B. Blythe,RES,55.0,57.0,49.0,56.0,52.0,269.0
15253,David Alba,RES,37.0,42.0,31.0,34.0,57.0,201.0
15254,N. Canavan,LCB,49.0,52.0,38.0,61.0,55.0,255.0
15255,21 Rubén,SUB,44.0,46.0,57.0,41.0,33.0,221.0
15256,I. Arboleda,RES,61.0,58.0,57.0,43.0,23.0,242.0
15257,M. Bizot,GK,45.0,47.0,50.0,32.0,39.0,213.0
15258,José Oliveira,RES,32.0,38.0,69.0,44.0,26.0,209.0
15259,C. Riedel,RES,55.0,55.0,46.0,52.0,54.0,262.0
15260,G. Alcalá,SUB,59.0,59.0,56.0,40.0,22.0,236.0
15261,F. Gomes,RES,63.0,65.0,53.0,46.0,41.0,268.0
15262,Y. Bounou,GK,37.0,34.0,47.0,43.0,25.0,186.0
15263,M. Cahill,SUB,57.0,51.0,50.0,52.0,20.0,230.0
15264,I. Fray,RES,61.0,62.0,51.0,52.0,58.0,284.0
15265,M. Crépeau,GK,50.0,48.0,43.0,40.0,34.0,215.0
15266,S. Scuffet,GK,50.0,50.0,60.0,40.0,35.0,235.0
15267,D. Henderson,SUB,51.0,48.0,61.0,34.0,20.0,214.0
15268,J. Lewis,GK,55.0,57.0,63.0,35.0,34.0,244.0
15269,V. Hladký,GK,59.0,56.0,58.0,27.0,22.0,222.0
15270,Edgar Badia,SUB,45.0,43.0,53.0,35.0,42.0,218.0
15271,L. García,SUB,51.0,55.0,70.0,45.0,28.0,249.0
15272,B. Peacock-Farrell,GK,54.0,51.0,40.0,40.0,24.0,209.0
15273,Jo Jin Woo,SUB,56.0,49.0,39.0,49.0,60.0,253.0
15274,Z. Bello,SUB,71.0,75.0,67.0,54.0,52.0,319.0
15275,L. Cárdenas,SUB,41.0,40.0,32.0,28.0,26.0,167.0
15276,R. Bürki,RES,44.0,50.0,49.0,36.0,35.0,214.0
15277,Kwon Seong Yoon,SUB,50.0,56.0,54.0,55.0,38.0,253.0
15278,18 J. Barrigan,RES,55.0,60.0,58.0,58.0,28.0,259.0
15279,M. Stickland,RES,62.0,63.0,44.0,58.0,55.0,282.0
15280,C. Panter,SUB,66.0,60.0,40.0,62.0,49.0,277.0
15281,A. McCarthy,GK,58.0,56.0,35.0,35.0,35.0,219.0
15283,Wang Zhen'ao,SUB,62.0,55.0,50.0,46.0,34.0,247.0
15284,C. Taylor,RES,55.0,65.0,38.0,50.0,50.0,258.0
15285,J. Rinne,GK,46.0,47.0,47.0,28.0,27.0,195.0
15286,T. Krul,GK,43.0,35.0,48.0,36.0,36.0,198.0
15287,21 A. Lindegaard,GK,47.0,52.0,53.0,25.0,32.0,209.0
15288,L. Daniels,SUB,47.0,52.0,64.0,37.0,32.0,232.0
15289,Adrián,RES,46.0,44.0,53.0,38.0,38.0,219.0
15290,L. García,GK,46.0,49.0,32.0,40.0,24.0,191.0
15291,I. Akinfeev,GK,51.0,50.0,53.0,35.0,24.0,213.0
15292,S. Sirigu,GK,46.0,46.0,52.0,34.0,34.0,212.0
15293,S. Johnstone,GK,45.0,38.0,55.0,42.0,24.0,204.0
15294,Yan Junling,GK,53.0,43.0,33.0,43.0,16.0,188.0
15295,L. Karius,RES,55.0,54.0,51.0,36.0,21.0,217.0
15296,A. Gomis,GK,43.0,41.0,60.0,33.0,16.0,193.0
15297,Matheus,GK,44.0,47.0,45.0,32.0,19.0,187.0
15298,21 K. Westwood,GK,50.0,45.0,58.0,25.0,38.0,216.0
15299,21 A. Domínguez,SUB,34.0,35.0,30.0,25.0,31.0,155.0
15300,D. Barnes,RES,59.0,58.0,52.0,35.0,30.0,234.0
15301,C. Finch,SUB,58.0,63.0,43.0,62.0,49.0,275.0
15302,21 M. El Shenawy,GK,50.0,44.0,39.0,36.0,26.0,195.0
15303,21 Denis,GK,55.0,53.0,59.0,25.0,23.0,215.0
15304,K. Trapp,GK,45.0,52.0,42.0,45.0,30.0,214.0
15305,B. Sass-Davies,SUB,61.0,55.0,64.0,54.0,52.0,286.0
15306,D. Bouzanis,GK,58.0,61.0,58.0,39.0,45.0,261.0
15307,Joel Sousa,RES,55.0,55.0,63.0,41.0,38.0,252.0
15308,20 Gomes,SUB,43.0,48.0,56.0,27.0,40.0,214.0
15309,S. Bolat,GK,48.0,38.0,52.0,26.0,35.0,199.0
15310,L. Acosta,GK,64.0,62.0,62.0,44.0,20.0,252.0
15311,A. Gunn,SUB,48.0,49.0,40.0,31.0,28.0,196.0
15312,21 B. Cortés,SUB,48.0,48.0,39.0,40.0,41.0,216.0
15313,S. Frei,SUB,43.0,45.0,51.0,25.0,44.0,208.0
15314,C. Tătărușanu,SUB,46.0,43.0,51.0,42.0,33.0,215.0
15315,T. Melia,GK,39.0,36.0,42.0,42.0,35.0,194.0
15316,A. Lunev,SUB,58.0,54.0,36.0,27.0,26.0,201.0
