,Name,Acceleration,SprintSpeed,Agility,Stamina,Aggression,Total,Acceleration Proportion,SprintSpeed Proportion,Agility Proportion,Stamina Proportion,Aggression Proportion
14756,J. Velásquez,74.0,76.0,85.0,64.0,42.0,341.0,0.21700879765395895,0.22287390029325513,0.24926686217008798,0.187683284457478,0.12316715542521994
14757,K. Skoglund,66.0,64.0,63.0,80.0,72.0,345.0,0.19130434782608696,0.1855072463768116,0.1826086956521739,0.2318840579710145,0.20869565217391303
14758,L. Gottwalt,56.0,62.0,48.0,56.0,63.0,285.0,0.19649122807017544,0.21754385964912282,0.16842105263157894,0.19649122807017544,0.22105263157894736
14759,Yang Jun,37.0,36.0,34.0,23.0,28.0,158.0,0.23417721518987342,0.22784810126582278,0.21518987341772153,0.14556962025316456,0.17721518987341772
14760,N. Knothe,55.0,55.0,53.0,55.0,51.0,269.0,0.20446096654275092,0.20446096654275092,0.1970260223048327,0.20446096654275092,0.1895910780669145
14761,A. Buongiorno,53.0,55.0,49.0,55.0,60.0,272.0,0.1948529411764706,0.20220588235294118,0.1801470588235294,0.20220588235294118,0.22058823529411764
14762,S. Walukiewicz,66.0,56.0,40.0,67.0,53.0,282.0,0.23404255319148937,0.19858156028368795,0.14184397163120568,0.2375886524822695,0.1879432624113475
14763,Park Jeong Su,70.0,65.0,62.0,62.0,67.0,326.0,0.2147239263803681,0.19938650306748465,0.1901840490797546,0.1901840490797546,0.20552147239263804
14764,C. Slattery,48.0,56.0,56.0,62.0,51.0,273.0,0.17582417582417584,0.20512820512820512,0.20512820512820512,0.2271062271062271,0.18681318681318682
14765,G. Reilly,80.0,79.0,72.0,77.0,30.0,338.0,0.23668639053254437,0.23372781065088757,0.21301775147928995,0.22781065088757396,0.08875739644970414
14766,D. Beyreuther,67.0,65.0,68.0,60.0,56.0,316.0,0.2120253164556962,0.20569620253164558,0.21518987341772153,0.189873417721519,0.17721518987341772
14767,P. Bastianello,22.0,21.0,45.0,22.0,24.0,134.0,0.16417910447761194,0.15671641791044777,0.3358208955223881,0.16417910447761194,0.1791044776119403
14768,B. Osayi-Samuel,87.0,90.0,71.0,54.0,36.0,338.0,0.257396449704142,0.26627218934911245,0.21005917159763313,0.15976331360946747,0.10650887573964497
14769,D. O'Shaughnessy,48.0,52.0,47.0,65.0,63.0,275.0,0.17454545454545456,0.1890909090909091,0.1709090909090909,0.23636363636363636,0.2290909090909091
14770,L. Selahi,67.0,64.0,70.0,54.0,66.0,321.0,0.2087227414330218,0.19937694704049844,0.21806853582554517,0.16822429906542055,0.205607476635514
14771,A. Makarov,63.0,67.0,69.0,51.0,28.0,278.0,0.22661870503597123,0.24100719424460432,0.24820143884892087,0.18345323741007194,0.10071942446043165
14772,Bruno Jordão,56.0,55.0,66.0,54.0,58.0,289.0,0.19377162629757785,0.1903114186851211,0.22837370242214533,0.18685121107266436,0.20069204152249134
14773,A. Al Hamdan,64.0,69.0,60.0,67.0,35.0,295.0,0.21694915254237288,0.23389830508474577,0.2033898305084746,0.2271186440677966,0.11864406779661017
14774,D. Henriquez,72.0,73.0,68.0,65.0,58.0,336.0,0.21428571428571427,0.21726190476190477,0.20238095238095238,0.19345238095238096,0.17261904761904762
14775,Kike PIna,68.0,67.0,55.0,69.0,52.0,311.0,0.21864951768488747,0.21543408360128619,0.17684887459807075,0.22186495176848875,0.16720257234726688
14776,E. Ntim,71.0,67.0,65.0,63.0,51.0,317.0,0.22397476340694006,0.2113564668769716,0.20504731861198738,0.19873817034700317,0.1608832807570978
14777,L. Charman,63.0,64.0,50.0,51.0,63.0,291.0,0.21649484536082475,0.21993127147766323,0.1718213058419244,0.17525773195876287,0.21649484536082475
14778,L. O'Neil,68.0,64.0,64.0,77.0,63.0,336.0,0.20238095238095238,0.19047619047619047,0.19047619047619047,0.22916666666666666,0.1875
14779,J. Issa,50.0,52.0,54.0,54.0,60.0,270.0,0.18518518518518517,0.1925925925925926,0.2,0.2,0.2222222222222222
14780,I. Näsberg,58.0,64.0,60.0,62.0,58.0,302.0,0.19205298013245034,0.2119205298013245,0.1986754966887417,0.2052980132450331,0.19205298013245034
14781,K. O'Connor,66.0,60.0,60.0,68.0,52.0,306.0,0.21568627450980393,0.19607843137254902,0.19607843137254902,0.2222222222222222,0.16993464052287582
14782,A. Halme,45.0,52.0,41.0,55.0,58.0,251.0,0.17928286852589642,0.20717131474103587,0.16334661354581673,0.21912350597609562,0.23107569721115537
14783,T. Watson,69.0,70.0,71.0,61.0,48.0,319.0,0.21630094043887146,0.219435736677116,0.2225705329153605,0.19122257053291536,0.15047021943573669
14784,M. Sifneos,53.0,53.0,53.0,57.0,55.0,271.0,0.19557195571955718,0.19557195571955718,0.19557195571955718,0.21033210332103322,0.2029520295202952
14785,E. Al Joufi,53.0,54.0,53.0,58.0,54.0,272.0,0.1948529411764706,0.19852941176470587,0.1948529411764706,0.21323529411764705,0.19852941176470587
14786,U. Singh,82.0,71.0,74.0,64.0,49.0,340.0,0.2411764705882353,0.2088235294117647,0.21764705882352942,0.18823529411764706,0.14411764705882352
14787,A. Maldonado,45.0,53.0,45.0,71.0,52.0,266.0,0.16917293233082706,0.19924812030075187,0.16917293233082706,0.2669172932330827,0.19548872180451127
14788,B. Álvarez,76.0,71.0,77.0,59.0,52.0,335.0,0.22686567164179106,0.21194029850746268,0.2298507462686567,0.1761194029850746,0.15522388059701492
14789,Ximo Miralles,15.0,22.0,38.0,30.0,25.0,130.0,0.11538461538461539,0.16923076923076924,0.2923076923076923,0.23076923076923078,0.19230769230769232
14790,I. Furu,50.0,50.0,56.0,69.0,63.0,288.0,0.1736111111111111,0.1736111111111111,0.19444444444444445,0.23958333333333334,0.21875
14791,J. Fryer,44.0,46.0,38.0,33.0,22.0,183.0,0.24043715846994534,0.25136612021857924,0.20765027322404372,0.18032786885245902,0.12021857923497267
14792,M. Godinho,76.0,74.0,66.0,58.0,52.0,326.0,0.2331288343558282,0.22699386503067484,0.20245398773006135,0.17791411042944785,0.15950920245398773
14793,F. Hörberg,72.0,60.0,64.0,66.0,44.0,306.0,0.23529411764705882,0.19607843137254902,0.20915032679738563,0.21568627450980393,0.1437908496732026
14794,A. Calver,59.0,59.0,50.0,64.0,60.0,292.0,0.20205479452054795,0.20205479452054795,0.17123287671232876,0.2191780821917808,0.2054794520547945
14795,J. Tymon,66.0,68.0,67.0,62.0,59.0,322.0,0.20496894409937888,0.2111801242236025,0.2080745341614907,0.19254658385093168,0.18322981366459629
14796,G. Corbo,54.0,55.0,54.0,64.0,44.0,271.0,0.1992619926199262,0.2029520295202952,0.1992619926199262,0.23616236162361623,0.16236162361623616
14797,Lombo,14.0,23.0,35.0,20.0,18.0,110.0,0.12727272727272726,0.20909090909090908,0.3181818181818182,0.18181818181818182,0.16363636363636364
14798,T. Elšnik,77.0,75.0,67.0,70.0,57.0,346.0,0.22254335260115607,0.21676300578034682,0.1936416184971098,0.2023121387283237,0.16473988439306358
14799,D. Rasak,64.0,66.0,68.0,70.0,54.0,322.0,0.19875776397515527,0.20496894409937888,0.2111801242236025,0.21739130434782608,0.16770186335403728
14800,A. Peláez,40.0,41.0,37.0,26.0,27.0,171.0,0.23391812865497075,0.23976608187134502,0.21637426900584794,0.15204678362573099,0.15789473684210525
14801,E. Segberg,62.0,64.0,66.0,70.0,55.0,317.0,0.19558359621451105,0.20189274447949526,0.2082018927444795,0.22082018927444794,0.17350157728706625
14802,R. Hironaga,31.0,19.0,26.0,45.0,19.0,140.0,0.22142857142857142,0.1357142857142857,0.18571428571428572,0.32142857142857145,0.1357142857142857
14803,K. Böhnlein,62.0,55.0,63.0,86.0,75.0,341.0,0.18181818181818182,0.16129032258064516,0.18475073313782991,0.25219941348973607,0.21994134897360704
14804,S. Atakayi,87.0,85.0,69.0,54.0,27.0,322.0,0.2701863354037267,0.2639751552795031,0.21428571428571427,0.16770186335403728,0.08385093167701864
14805,A. Angulo,65.0,64.0,44.0,65.0,41.0,279.0,0.23297491039426524,0.22939068100358423,0.15770609318996415,0.23297491039426524,0.14695340501792115
14806,A. Nguiamba,65.0,63.0,65.0,60.0,60.0,313.0,0.20766773162939298,0.2012779552715655,0.20766773162939298,0.19169329073482427,0.19169329073482427
14807,A. Whitmore,55.0,56.0,36.0,66.0,64.0,277.0,0.19855595667870035,0.20216606498194944,0.1299638989169675,0.23826714801444043,0.23104693140794225
14808,T. van de Berg,58.0,43.0,48.0,40.0,62.0,251.0,0.23107569721115537,0.17131474103585656,0.19123505976095617,0.1593625498007968,0.24701195219123506
14809,M. Belkheir,71.0,78.0,64.0,51.0,49.0,313.0,0.2268370607028754,0.24920127795527156,0.20447284345047922,0.16293929712460065,0.15654952076677317
14810,M. Okazaki,74.0,72.0,54.0,59.0,51.0,310.0,0.23870967741935484,0.23225806451612904,0.17419354838709677,0.19032258064516128,0.16451612903225807
14811,A. Vogliacco,65.0,69.0,55.0,52.0,60.0,301.0,0.2159468438538206,0.2292358803986711,0.18272425249169436,0.17275747508305647,0.19933554817275748
14812,Heo Jae Won,66.0,61.0,62.0,60.0,57.0,306.0,0.21568627450980393,0.19934640522875818,0.20261437908496732,0.19607843137254902,0.18627450980392157
14813,Liao Bochao,59.0,59.0,61.0,66.0,59.0,304.0,0.19407894736842105,0.19407894736842105,0.20065789473684212,0.21710526315789475,0.19407894736842105
14814,M. Rauschenberg,55.0,51.0,52.0,59.0,68.0,285.0,0.19298245614035087,0.17894736842105263,0.1824561403508772,0.20701754385964913,0.23859649122807017
14815,S. Murillo,71.0,70.0,78.0,69.0,55.0,343.0,0.20699708454810495,0.20408163265306123,0.22740524781341107,0.20116618075801748,0.16034985422740525
14816,F. Çakır,58.0,58.0,52.0,25.0,23.0,216.0,0.26851851851851855,0.26851851851851855,0.24074074074074073,0.11574074074074074,0.10648148148148148
14817,P. Ruiz,70.0,71.0,81.0,62.0,55.0,339.0,0.20648967551622419,0.20943952802359883,0.23893805309734514,0.18289085545722714,0.16224188790560473
14818,Guo Quanbo,45.0,59.0,47.0,53.0,42.0,246.0,0.18292682926829268,0.23983739837398374,0.1910569105691057,0.21544715447154472,0.17073170731707318
14819,N. Ferguson,55.0,61.0,47.0,55.0,50.0,268.0,0.20522388059701493,0.22761194029850745,0.17537313432835822,0.20522388059701493,0.1865671641791045
14820,Algobia,50.0,47.0,53.0,47.0,55.0,252.0,0.1984126984126984,0.1865079365079365,0.21031746031746032,0.1865079365079365,0.21825396825396826
14821,A. Favaro,37.0,33.0,42.0,24.0,22.0,158.0,0.23417721518987342,0.2088607594936709,0.26582278481012656,0.1518987341772152,0.13924050632911392
14822,T. Moniwa,41.0,42.0,33.0,50.0,62.0,228.0,0.17982456140350878,0.18421052631578946,0.14473684210526316,0.21929824561403508,0.2719298245614035
14823,J. Gibbons,60.0,74.0,81.0,63.0,79.0,357.0,0.16806722689075632,0.20728291316526612,0.226890756302521,0.17647058823529413,0.22128851540616246
14824,R. Yamasaki,50.0,56.0,51.0,54.0,61.0,272.0,0.18382352941176472,0.20588235294117646,0.1875,0.19852941176470587,0.22426470588235295
14825,G. Maris,66.0,66.0,64.0,75.0,36.0,307.0,0.21498371335504887,0.21498371335504887,0.20846905537459284,0.24429967426710097,0.11726384364820847
14826,O. Okungbowa,69.0,73.0,69.0,69.0,59.0,339.0,0.20353982300884957,0.2153392330383481,0.20353982300884957,0.20353982300884957,0.17404129793510326
14827,K. Krasniqi,66.0,68.0,78.0,75.0,57.0,344.0,0.19186046511627908,0.19767441860465115,0.22674418604651161,0.2180232558139535,0.16569767441860464
14828,E. Weeger,74.0,67.0,72.0,67.0,62.0,342.0,0.21637426900584794,0.195906432748538,0.21052631578947367,0.195906432748538,0.18128654970760233
14829,B. Mirelis,56.0,54.0,48.0,55.0,53.0,266.0,0.21052631578947367,0.20300751879699247,0.18045112781954886,0.20676691729323307,0.19924812030075187
14830,N. Watanabe,73.0,71.0,83.0,69.0,56.0,352.0,0.20738636363636365,0.20170454545454544,0.23579545454545456,0.19602272727272727,0.1590909090909091
14831,R. Ljubicic,60.0,58.0,62.0,67.0,59.0,306.0,0.19607843137254902,0.1895424836601307,0.20261437908496732,0.21895424836601307,0.19281045751633988
14832,J. Forster,68.0,67.0,48.0,75.0,71.0,329.0,0.2066869300911854,0.20364741641337386,0.1458966565349544,0.22796352583586627,0.21580547112462006
14833,A. Santos,75.0,75.0,90.0,72.0,47.0,359.0,0.20891364902506965,0.20891364902506965,0.25069637883008355,0.20055710306406685,0.1309192200557103
14834,J. Molina,59.0,62.0,58.0,58.0,29.0,266.0,0.22180451127819548,0.23308270676691728,0.21804511278195488,0.21804511278195488,0.10902255639097744
14835,Long Cheng,66.0,69.0,77.0,74.0,60.0,346.0,0.1907514450867052,0.1994219653179191,0.22254335260115607,0.2138728323699422,0.17341040462427745
14836,O. Olomola,65.0,74.0,49.0,61.0,60.0,309.0,0.21035598705501618,0.23948220064724918,0.15857605177993528,0.19741100323624594,0.1941747572815534
14837,K. Arthur,82.0,83.0,81.0,67.0,35.0,348.0,0.23563218390804597,0.23850574712643677,0.23275862068965517,0.1925287356321839,0.10057471264367816
14838,A. Majrashi,75.0,89.0,77.0,72.0,64.0,377.0,0.1989389920424403,0.23607427055702918,0.20424403183023873,0.1909814323607427,0.16976127320954906
14839,W. Parra,72.0,64.0,81.0,89.0,58.0,364.0,0.1978021978021978,0.17582417582417584,0.22252747252747251,0.2445054945054945,0.15934065934065933
14840,O. Alseth,70.0,76.0,60.0,69.0,70.0,345.0,0.2028985507246377,0.22028985507246376,0.17391304347826086,0.2,0.2028985507246377
14841,J. Ortíz,64.0,60.0,52.0,62.0,53.0,291.0,0.21993127147766323,0.20618556701030927,0.17869415807560138,0.21305841924398625,0.18213058419243985
14842,Matis Carvalho,37.0,38.0,36.0,29.0,26.0,166.0,0.22289156626506024,0.2289156626506024,0.21686746987951808,0.1746987951807229,0.1566265060240964
14843,David Gil,48.0,46.0,32.0,41.0,25.0,192.0,0.25,0.23958333333333334,0.16666666666666666,0.21354166666666666,0.13020833333333334
14844,E. List,95.0,93.0,72.0,73.0,32.0,365.0,0.2602739726027397,0.2547945205479452,0.19726027397260273,0.2,0.08767123287671233
14845,J. Mukena,61.0,52.0,50.0,60.0,49.0,272.0,0.22426470588235295,0.19117647058823528,0.18382352941176472,0.22058823529411764,0.1801470588235294
14846,P. Vincenti,56.0,56.0,63.0,75.0,74.0,324.0,0.1728395061728395,0.1728395061728395,0.19444444444444445,0.23148148148148148,0.22839506172839505
14847,M. Salazar,70.0,73.0,65.0,50.0,69.0,327.0,0.21406727828746178,0.22324159021406728,0.19877675840978593,0.1529051987767584,0.21100917431192662
14848,F. Rossi,22.0,21.0,55.0,22.0,14.0,134.0,0.16417910447761194,0.15671641791044777,0.41044776119402987,0.16417910447761194,0.1044776119402985
14849,P. Kühn,33.0,31.0,37.0,43.0,21.0,165.0,0.2,0.18787878787878787,0.22424242424242424,0.2606060606060606,0.12727272727272726
14850,U. Saracco,49.0,41.0,37.0,41.0,25.0,193.0,0.2538860103626943,0.21243523316062177,0.19170984455958548,0.21243523316062177,0.12953367875647667
14851,T. Königsmann,48.0,47.0,35.0,34.0,24.0,188.0,0.2553191489361702,0.25,0.18617021276595744,0.18085106382978725,0.1276595744680851
14852,J. Pearson,62.0,63.0,59.0,72.0,55.0,311.0,0.19935691318327975,0.20257234726688103,0.18971061093247588,0.2315112540192926,0.17684887459807075
14853,K. Onose,71.0,66.0,70.0,64.0,45.0,316.0,0.22468354430379747,0.2088607594936709,0.22151898734177214,0.20253164556962025,0.14240506329113925
14854,C. Zesiger,69.0,71.0,47.0,71.0,54.0,312.0,0.22115384615384615,0.22756410256410256,0.15064102564102563,0.22756410256410256,0.17307692307692307
14855,G. Mainero,74.0,73.0,62.0,67.0,38.0,314.0,0.2356687898089172,0.23248407643312102,0.19745222929936307,0.21337579617834396,0.12101910828025478
14856,Adrián,50.0,40.0,56.0,27.0,17.0,190.0,0.2631578947368421,0.21052631578947367,0.29473684210526313,0.14210526315789473,0.08947368421052632
14857,S. Tanasijevic,53.0,52.0,54.0,58.0,71.0,288.0,0.1840277777777778,0.18055555555555555,0.1875,0.2013888888888889,0.2465277777777778
14858,M. Tonge,43.0,37.0,56.0,40.0,53.0,229.0,0.18777292576419213,0.1615720524017467,0.2445414847161572,0.17467248908296942,0.2314410480349345
14859,R. Garay,69.0,59.0,59.0,71.0,41.0,299.0,0.23076923076923078,0.19732441471571907,0.19732441471571907,0.23745819397993312,0.13712374581939799
14860,V. van den Bogert,55.0,48.0,49.0,51.0,56.0,259.0,0.21235521235521235,0.18532818532818532,0.1891891891891892,0.1969111969111969,0.21621621621621623
14861,A. De Francesco,67.0,69.0,62.0,49.0,54.0,301.0,0.22259136212624583,0.2292358803986711,0.2059800664451827,0.16279069767441862,0.17940199335548174
14862,I. Camara,60.0,64.0,58.0,57.0,50.0,289.0,0.20761245674740483,0.22145328719723184,0.20069204152249134,0.1972318339100346,0.17301038062283736
14863,A. Kay,31.0,33.0,55.0,62.0,48.0,229.0,0.13537117903930132,0.14410480349344978,0.24017467248908297,0.27074235807860264,0.2096069868995633
14864,N. Cowburn,58.0,57.0,62.0,67.0,49.0,293.0,0.19795221843003413,0.1945392491467577,0.21160409556313994,0.22866894197952217,0.16723549488054607
14865,M. Eberwein,65.0,77.0,51.0,62.0,47.0,302.0,0.2152317880794702,0.25496688741721857,0.16887417218543047,0.2052980132450331,0.15562913907284767
14866,I. Aaneba,76.0,61.0,64.0,58.0,64.0,323.0,0.23529411764705882,0.18885448916408668,0.19814241486068113,0.17956656346749225,0.19814241486068113
14867,C. Kountouriotis,69.0,66.0,70.0,61.0,42.0,308.0,0.22402597402597402,0.21428571428571427,0.22727272727272727,0.19805194805194806,0.13636363636363635
14868,M. Janssen,67.0,65.0,42.0,62.0,60.0,296.0,0.22635135135135134,0.2195945945945946,0.14189189189189189,0.20945945945945946,0.20270270270270271
14869,M. Kanabah,65.0,62.0,60.0,67.0,55.0,309.0,0.21035598705501618,0.20064724919093851,0.1941747572815534,0.2168284789644013,0.1779935275080906
14870,J. Karlstrøm,27.0,27.0,25.0,25.0,25.0,129.0,0.20930232558139536,0.20930232558139536,0.1937984496124031,0.1937984496124031,0.1937984496124031
14871,G. Byers,62.0,65.0,58.0,62.0,40.0,287.0,0.21602787456445993,0.2264808362369338,0.20209059233449478,0.21602787456445993,0.13937282229965156
14872,Lin Liangming,72.0,73.0,81.0,38.0,32.0,296.0,0.24324324324324326,0.24662162162162163,0.27364864864864863,0.12837837837837837,0.10810810810810811
14873,A. Putna,22.0,28.0,32.0,24.0,28.0,134.0,0.16417910447761194,0.208955223880597,0.23880597014925373,0.1791044776119403,0.208955223880597
14874,Yang Qipeng,38.0,52.0,62.0,31.0,41.0,224.0,0.16964285714285715,0.23214285714285715,0.2767857142857143,0.13839285714285715,0.18303571428571427
14875,Hu Ruibao,59.0,61.0,64.0,38.0,52.0,274.0,0.21532846715328466,0.22262773722627738,0.23357664233576642,0.1386861313868613,0.1897810218978102
14876,Caio Marcelo,66.0,66.0,56.0,62.0,48.0,298.0,0.2214765100671141,0.2214765100671141,0.18791946308724833,0.2080536912751678,0.1610738255033557
14877,J. Carroll,76.0,72.0,64.0,73.0,58.0,343.0,0.22157434402332363,0.2099125364431487,0.18658892128279883,0.21282798833819241,0.16909620991253643
14878,S. Fraser,69.0,67.0,70.0,71.0,41.0,318.0,0.2169811320754717,0.21069182389937108,0.22012578616352202,0.22327044025157233,0.1289308176100629
14879,P. Posipal,55.0,53.0,56.0,76.0,61.0,301.0,0.18272425249169436,0.1760797342192691,0.18604651162790697,0.25249169435215946,0.2026578073089701
14880,R. Fulton,32.0,31.0,40.0,24.0,39.0,166.0,0.1927710843373494,0.18674698795180722,0.24096385542168675,0.14457831325301204,0.23493975903614459
14881,M. Herrera,62.0,65.0,59.0,64.0,45.0,295.0,0.21016949152542372,0.22033898305084745,0.2,0.21694915254237288,0.15254237288135594
14882,A. Sicker,75.0,75.0,70.0,73.0,53.0,346.0,0.21676300578034682,0.21676300578034682,0.2023121387283237,0.21098265895953758,0.1531791907514451
14883,V. Drkušić,72.0,76.0,42.0,64.0,49.0,303.0,0.2376237623762376,0.2508250825082508,0.13861386138613863,0.21122112211221122,0.1617161716171617
14884,D. Chávez,48.0,49.0,58.0,73.0,70.0,298.0,0.1610738255033557,0.1644295302013423,0.19463087248322147,0.24496644295302014,0.2348993288590604
14885,J. Maddox,70.0,69.0,69.0,59.0,36.0,303.0,0.23102310231023102,0.22772277227722773,0.22772277227722773,0.19471947194719472,0.1188118811881188
14886,R. Strain,74.0,70.0,77.0,68.0,56.0,345.0,0.2144927536231884,0.2028985507246377,0.22318840579710145,0.19710144927536233,0.16231884057971013
14887,R. Germain,75.0,82.0,51.0,56.0,65.0,329.0,0.22796352583586627,0.24924012158054712,0.15501519756838905,0.1702127659574468,0.19756838905775076
14888,M. Komenda,78.0,83.0,68.0,78.0,68.0,375.0,0.208,0.22133333333333333,0.18133333333333335,0.208,0.18133333333333335
14889,M. Seidel,41.0,42.0,33.0,21.0,34.0,171.0,0.23976608187134502,0.24561403508771928,0.19298245614035087,0.12280701754385964,0.19883040935672514
14890,M. Kristensen,77.0,78.0,80.0,68.0,40.0,343.0,0.22448979591836735,0.22740524781341107,0.23323615160349853,0.19825072886297376,0.11661807580174927
